Repetition,"Start date","End date",Duration,Benchmark,"Class","Zram % (gb)","Tempo de CPU","Memoria media (KB)","Falhas maiores","Falhas menores",Swaps,"Troca de contextos","Troca de contextos voluntarias","Uso de cpu"
2,"26/02/2025 18:13:30","26/02/2025 18:14:18","0:20.12","ep","C"," 75% ( 0 gb)","0.00","0","0","1186","0","473","4","399%"
1,"26/02/2025 18:14:28","26/02/2025 18:15:09","0:20.12","ep","C","100% ( 0 gb)","0.00","0","0","1186","0","449","4","398%"
2,"26/02/2025 18:15:09","26/02/2025 18:15:49","0:20.10","ep","C","100% ( 0 gb)","0.00","0","0","1183","0","483","4","399%"
1,"26/02/2025 18:15:59","26/02/2025 18:15:59","0:00.00","ft","C","  0% ( 0 gb)","0.00","0","0","120","0","0","1","100%"
2,"26/02/2025 18:15:59","26/02/2025 18:15:59","0:00.00","ft","C","  0% ( 0 gb)","0.00","0","0","121","0","0","1","100%"
1,"26/02/2025 18:16:09","26/02/2025 18:16:10","0:00.00","ft","C"," 25% ( 0 gb)","0.00","0","0","119","0","0","1","100%"
2,"26/02/2025 18:16:10","26/02/2025 18:16:10","0:00.00","ft","C"," 25% ( 0 gb)","0.00","0","0","119","0","0","1","100%"
1,"26/02/2025 18:16:20","26/02/2025 18:16:20","0:00.00","ft","C"," 50% ( 0 gb)","0.00","0","0","120","0","0","1","50%"
2,"26/02/2025 18:16:20","26/02/2025 18:16:20","0:00.00","ft","C"," 50% ( 0 gb)","0.00","0","0","121","0","0","1","100%"
1,"26/02/2025 18:16:30","26/02/2025 18:16:30","0:00.00","ft","C"," 75% ( 0 gb)","0.00","0","0","119","0","0","1","50%"
2,"26/02/2025 18:16:30","26/02/2025 18:16:30","0:00.00","ft","C"," 75% ( 0 gb)","0.00","0","0","119","0","0","1","100%"
1,"26/02/2025 18:16:41","26/02/2025 18:16:41","0:00.00","ft","C","100% ( 0 gb)","0.00","0","0","120","0","0","1","100%"
2,"26/02/2025 18:16:41","26/02/2025 18:16:41","0:00.00","ft","C","100% ( 0 gb)","0.00","0","0","119","0","0","1","100%"
1,"26/02/2025 18:16:51","ERRO NA EXECUCAO","0","is","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 18:16:51","ERRO NA EXECUCAO","0","is","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 18:17:01","ERRO NA EXECUCAO","0","is","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 18:17:12","ERRO NA EXECUCAO","0","is","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 18:17:34","ERRO NA EXECUCAO","0","is","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 18:17:45","ERRO NA EXECUCAO","0","is","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 18:18:07","ERRO NA EXECUCAO","0","is","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 18:18:19","ERRO NA EXECUCAO","0","is","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 18:18:42","ERRO NA EXECUCAO","0","is","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 18:18:55","ERRO NA EXECUCAO","0","is","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 18:19:20","26/02/2025 18:23:44","2:12.57","lu","C","  0% ( 0 gb)","0.27","0","6","143021","0","3526","14","399%"
2,"26/02/2025 18:23:44","26/02/2025 18:28:08","2:12.26","lu","C","  0% ( 0 gb)","0.27","0","0","143026","0","3088","7","399%"
1,"26/02/2025 18:28:18","26/02/2025 18:32:44","2:13.13","lu","C"," 25% ( 0 gb)","0.27","0","0","143023","0","3121","4","399%"
2,"26/02/2025 18:32:44","26/02/2025 18:37:09","2:12.84","lu","C"," 25% ( 0 gb)","0.29","0","0","143025","0","2806","4","399%"
1,"26/02/2025 18:37:19","26/02/2025 18:41:44","2:13.63","lu","C"," 50% ( 0 gb)","0.28","0","0","143025","0","2926","4","399%"
2,"26/02/2025 18:41:44","26/02/2025 18:46:10","2:12.51","lu","C"," 50% ( 0 gb)","0.28","0","0","143022","0","2782","4","399%"
1,"26/02/2025 18:46:20","26/02/2025 18:50:46","2:13.70","lu","C"," 75% ( 0 gb)","0.28","0","0","143025","0","2952","4","399%"
2,"26/02/2025 18:50:46","26/02/2025 18:55:10","2:12.56","lu","C"," 75% ( 0 gb)","0.28","0","0","143028","0","2879","4","399%"
1,"26/02/2025 18:55:20","26/02/2025 18:59:45","2:12.84","lu","C","100% ( 0 gb)","0.28","0","0","143027","0","3082","4","399%"
2,"26/02/2025 18:59:45","26/02/2025 19:04:11","2:12.42","lu","C","100% ( 0 gb)","0.27","0","0","143024","0","3084","4","399%"
1,"26/02/2025 19:04:21","26/02/2025 19:04:21","0:00.00","mg","C","  0% ( 0 gb)","0.00","0","0","130","0","0","1","50%"
2,"26/02/2025 19:04:21","26/02/2025 19:04:21","0:00.00","mg","C","  0% ( 0 gb)","0.00","0","0","132","0","0","1","50%"
1,"26/02/2025 19:04:31","ERRO NA EXECUCAO","0","mg","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 19:04:34","ERRO NA EXECUCAO","0","mg","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 19:04:48","ERRO NA EXECUCAO","0","mg","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 19:04:50","ERRO NA EXECUCAO","0","mg","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 19:05:04","ERRO NA EXECUCAO","0","mg","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 19:05:07","ERRO NA EXECUCAO","0","mg","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 19:05:22","ERRO NA EXECUCAO","0","mg","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 19:05:25","ERRO NA EXECUCAO","0","mg","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 19:05:41","ERRO NA EXECUCAO","0","sp","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"26/02/2025 19:05:46","ERRO NA EXECUCAO","0","sp","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"26/02/2025 19:06:00","26/02/2025 19:11:20","2:38.76","sp","C"," 25% ( 0 gb)","1.22","0","83366","237816","0","4086","113","399%"
2,"26/02/2025 19:11:20","26/02/2025 19:16:38","2:38.46","sp","C"," 25% ( 0 gb)","0.68","0","53582","194263","0","4297","48","399%"
1,"26/02/2025 19:16:49","26/02/2025 19:22:13","2:41.89","sp","C"," 50% ( 0 gb)","2.68","0","284796","363573","0","7089","143","397%"
2,"26/02/2025 19:22:13","26/02/2025 19:27:34","2:40.78","sp","C"," 50% ( 0 gb)","1.47","0","204718","277607","0","5163","120","398%"
1,"26/02/2025 19:27:45","26/02/2025 19:33:07","2:41.59","sp","C"," 75% ( 0 gb)","2.60","0","312033","363871","0","8085","189","397%"
2,"26/02/2025 19:33:07","26/02/2025 19:38:26","2:39.29","sp","C"," 75% ( 0 gb)","1.18","0","142957","241031","0","5963","102","398%"
1,"26/02/2025 19:38:37","26/02/2025 19:43:58","2:41.65","sp","C","100% ( 0 gb)","2.95","0","302800","352461","0","8671","251","397%"
2,"26/02/2025 19:43:58","26/02/2025 19:49:20","2:42.49","sp","C","100% ( 0 gb)","2.34","0","384820","344423","0","8236","282","396%"
1,"26/02/2025 19:49:31","26/02/2025 19:55:39","3:03.90","ua","C","  0% ( 0 gb)","0.31","0","1","123356","0","4626","202","399%"
2,"26/02/2025 19:55:39","26/02/2025 20:01:47","3:04.26","ua","C","  0% ( 0 gb)","0.28","0","0","123361","0","3973","204","399%"
1,"26/02/2025 20:01:58","26/02/2025 20:08:07","3:05.19","ua","C"," 25% ( 0 gb)","0.28","0","0","123356","0","3926","204","399%"
2,"26/02/2025 20:08:07","26/02/2025 20:14:15","3:03.76","ua","C"," 25% ( 0 gb)","0.28","0","0","123361","0","4042","206","399%"
1,"26/02/2025 20:14:25","26/02/2025 20:20:33","3:04.44","ua","C"," 50% ( 0 gb)","0.31","0","0","123365","0","4414","204","399%"
2,"26/02/2025 20:20:33","26/02/2025 20:26:41","3:03.69","ua","C"," 50% ( 0 gb)","0.29","0","0","123370","0","4002","202","399%"
1,"26/02/2025 20:26:51","26/02/2025 20:32:59","3:03.99","ua","C"," 75% ( 0 gb)","0.28","0","0","123367","0","3946","201","399%"
2,"26/02/2025 20:32:59","26/02/2025 20:39:07","3:03.86","ua","C"," 75% ( 0 gb)","0.30","0","0","123363","0","4152","202","399%"
1,"26/02/2025 20:39:17","26/02/2025 20:45:25","3:03.91","ua","C","100% ( 0 gb)","0.31","0","0","123366","0","5540","203","399%"
2,"26/02/2025 20:45:25","26/02/2025 20:51:32","3:03.91","ua","C","100% ( 0 gb)","0.30","0","0","123357","0","4081","202","399%"
