Repetition,"Start date","End date",Duration,Benchmark,"Class","Zram % (gb)","Tempo de CPU","Memoria media (KB)","Falhas maiores","Falhas menores",Swaps,"Troca de contextos","Troca de contextos voluntarias","Uso de cpu"
1,"28/02/2025 18:18:11","28/02/2025 18:19:52","0:50.46","cg","C"," 75% ( 0 gb)","0.43","0","0","227423","0","1312","9","399%"
2,"28/02/2025 18:19:52","28/02/2025 18:21:33","0:50.48","cg","C"," 75% ( 0 gb)","0.46","0","0","227421","0","1285","9","399%"
1,"28/02/2025 18:21:43","28/02/2025 18:23:24","0:50.42","cg","C","100% ( 0 gb)","0.44","0","0","227419","0","1273","9","399%"
2,"28/02/2025 18:23:24","28/02/2025 18:25:05","0:50.45","cg","C","100% ( 0 gb)","0.43","0","0","227419","0","1234","14","399%"
1,"28/02/2025 18:25:15","28/02/2025 18:25:56","0:20.94","ep","C","  0% ( 0 gb)","0.00","0","0","1188","0","517","5","387%"
2,"28/02/2025 18:25:56","28/02/2025 18:26:44","0:27.75","ep","C","  0% ( 0 gb)","0.00","0","0","1189","0","496","4","322%"
1,"28/02/2025 18:26:54","28/02/2025 18:27:42","0:20.08","ep","C"," 25% ( 0 gb)","0.00","0","0","1183","0","472","4","399%"
2,"28/02/2025 18:27:42","28/02/2025 18:28:30","0:20.12","ep","C"," 25% ( 0 gb)","0.00","0","0","1189","0","447","5","399%"
1,"28/02/2025 18:28:40","28/02/2025 18:29:20","0:20.10","ep","C"," 50% ( 0 gb)","0.00","0","0","1187","0","430","5","399%"
2,"28/02/2025 18:29:20","28/02/2025 18:30:08","0:20.08","ep","C"," 50% ( 0 gb)","0.00","0","0","1185","0","445","3","399%"
1,"28/02/2025 18:30:18","28/02/2025 18:31:06","0:27.75","ep","C"," 75% ( 0 gb)","0.00","0","0","1182","0","610","5","320%"
2,"28/02/2025 18:31:06","28/02/2025 18:31:55","0:21.04","ep","C"," 75% ( 0 gb)","0.00","0","0","1188","0","475","4","387%"
1,"28/02/2025 18:32:05","28/02/2025 18:32:45","0:20.06","ep","C","100% ( 0 gb)","0.00","0","0","1183","0","463","3","399%"
2,"28/02/2025 18:32:45","28/02/2025 18:33:26","0:20.12","ep","C","100% ( 0 gb)","0.00","0","0","1185","0","476","3","399%"
1,"28/02/2025 18:33:36","ERRO NA EXECUCAO","0","ft","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"28/02/2025 18:33:39","ERRO NA EXECUCAO","0","ft","C","  0% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"28/02/2025 18:33:54","ERRO NA EXECUCAO","0","ft","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"28/02/2025 18:33:58","ERRO NA EXECUCAO","0","ft","C"," 25% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"28/02/2025 18:34:14","ERRO NA EXECUCAO","0","ft","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"28/02/2025 18:34:27","ERRO NA EXECUCAO","0","ft","C"," 50% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"28/02/2025 18:34:50","ERRO NA EXECUCAO","0","ft","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"28/02/2025 18:35:05","ERRO NA EXECUCAO","0","ft","C"," 75% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"28/02/2025 18:35:32","ERRO NA EXECUCAO","0","ft","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
2,"28/02/2025 18:35:51","ERRO NA EXECUCAO","0","ft","C","100% ( 0 gb)","0","0","0","0","0","0","0","0"
1,"28/02/2025 18:36:20","28/02/2025 18:36:33","0:06.33","is","C","  0% ( 0 gb)","0.55","0","1","270479","0","158","3","395%"
2,"28/02/2025 18:36:33","28/02/2025 18:36:45","0:06.32","is","C","  0% ( 0 gb)","0.52","0","0","270493","0","178","1","396%"
1,"28/02/2025 18:36:56","28/02/2025 18:37:08","0:06.32","is","C"," 25% ( 0 gb)","0.54","0","0","270501","0","189","1","396%"
2,"28/02/2025 18:37:08","28/02/2025 18:37:21","0:06.32","is","C"," 25% ( 0 gb)","0.52","0","0","270485","0","205","1","396%"
1,"28/02/2025 18:37:31","28/02/2025 18:37:44","0:06.32","is","C"," 50% ( 0 gb)","0.56","0","0","270499","0","163","1","396%"
2,"28/02/2025 18:37:44","28/02/2025 18:37:56","0:06.32","is","C"," 50% ( 0 gb)","0.52","0","0","270478","0","212","1","396%"
1,"28/02/2025 18:38:07","28/02/2025 18:38:19","0:06.32","is","C"," 75% ( 0 gb)","0.56","0","0","270488","0","160","1","396%"
2,"28/02/2025 18:38:19","28/02/2025 18:38:32","0:06.31","is","C"," 75% ( 0 gb)","0.51","0","0","270484","0","173","1","396%"
1,"28/02/2025 18:38:42","28/02/2025 18:38:55","0:06.32","is","C","100% ( 0 gb)","0.52","0","0","270487","0","161","1","396%"
2,"28/02/2025 18:38:55","28/02/2025 18:39:07","0:06.32","is","C","100% ( 0 gb)","0.54","0","0","270498","0","172","1","396%"
1,"28/02/2025 18:39:18","28/02/2025 18:43:43","2:12.88","lu","C","  0% ( 0 gb)","0.28","0","5","143025","0","3454","11","399%"
2,"28/02/2025 18:43:43","28/02/2025 18:48:07","2:12.64","lu","C","  0% ( 0 gb)","0.27","0","0","143025","0","2994","4","399%"
1,"28/02/2025 18:48:18","28/02/2025 18:52:42","2:12.51","lu","C"," 25% ( 0 gb)","0.25","0","0","143026","0","3003","4","399%"
2,"28/02/2025 18:52:42","28/02/2025 18:57:07","2:12.92","lu","C"," 25% ( 0 gb)","0.28","0","0","143028","0","2970","8","399%"
1,"28/02/2025 18:57:17","28/02/2025 19:01:41","2:12.52","lu","C"," 50% ( 0 gb)","0.26","0","0","143025","0","2994","4","399%"
2,"28/02/2025 19:01:41","28/02/2025 19:06:07","2:12.68","lu","C"," 50% ( 0 gb)","0.28","0","0","143027","0","2968","4","399%"
1,"28/02/2025 19:06:17","28/02/2025 19:10:44","2:12.87","lu","C"," 75% ( 0 gb)","0.27","0","0","143023","0","3248","4","399%"
2,"28/02/2025 19:10:44","28/02/2025 19:15:08","2:12.67","lu","C"," 75% ( 0 gb)","0.27","0","0","143025","0","3157","4","399%"
1,"28/02/2025 19:15:18","28/02/2025 19:19:43","2:12.25","lu","C","100% ( 0 gb)","0.27","0","0","143024","0","3425","4","399%"
2,"28/02/2025 19:19:43","28/02/2025 19:24:08","2:12.58","lu","C","100% ( 0 gb)","0.24","0","0","143023","0","3122","4","399%"
1,"28/02/2025 19:24:18","28/02/2025 19:25:01","0:21.61","mg","C","  0% ( 0 gb)","1.71","0","0","872834","0","644","4","396%"
2,"28/02/2025 19:25:01","28/02/2025 19:25:45","0:21.60","mg","C","  0% ( 0 gb)","1.75","0","0","872835","0","667","4","397%"
1,"28/02/2025 19:25:55","28/02/2025 19:26:38","0:21.61","mg","C"," 25% ( 0 gb)","1.73","0","0","872832","0","574","4","397%"
2,"28/02/2025 19:26:38","28/02/2025 19:27:21","0:21.59","mg","C"," 25% ( 0 gb)","1.72","0","0","872834","0","552","4","397%"
1,"28/02/2025 19:27:31","28/02/2025 19:28:15","0:21.60","mg","C"," 50% ( 0 gb)","1.77","0","0","872834","0","549","4","397%"
2,"28/02/2025 19:28:15","28/02/2025 19:28:58","0:21.60","mg","C"," 50% ( 0 gb)","1.73","0","0","872834","0","566","4","397%"
1,"28/02/2025 19:29:08","28/02/2025 19:29:51","0:21.63","mg","C"," 75% ( 0 gb)","1.77","0","0","872831","0","572","4","397%"
2,"28/02/2025 19:29:51","28/02/2025 19:30:35","0:21.61","mg","C"," 75% ( 0 gb)","1.71","0","0","872834","0","699","4","396%"
1,"28/02/2025 19:30:45","28/02/2025 19:31:28","0:21.60","mg","C","100% ( 0 gb)","1.69","0","0","872833","0","551","4","397%"
2,"28/02/2025 19:31:28","28/02/2025 19:32:11","0:21.61","mg","C","100% ( 0 gb)","1.71","0","0","872836","0","552","4","397%"
1,"28/02/2025 19:32:21","28/02/2025 19:37:38","2:38.05","sp","C","  0% ( 0 gb)","0.36","0","0","184849","0","3602","7","399%"
2,"28/02/2025 19:37:38","28/02/2025 19:42:53","2:37.69","sp","C","  0% ( 0 gb)","0.36","0","0","184849","0","3747","4","399%"
1,"28/02/2025 19:43:03","28/02/2025 19:48:20","2:38.07","sp","C"," 25% ( 0 gb)","0.39","0","0","184848","0","3607","7","399%"
2,"28/02/2025 19:48:20","28/02/2025 19:53:36","2:37.90","sp","C"," 25% ( 0 gb)","0.34","0","0","184849","0","3533","4","399%"
1,"28/02/2025 19:53:46","28/02/2025 19:59:02","2:38.05","sp","C"," 50% ( 0 gb)","0.34","0","0","184847","0","3590","7","399%"
2,"28/02/2025 19:59:02","28/02/2025 20:04:18","2:38.03","sp","C"," 50% ( 0 gb)","0.36","0","0","184850","0","3550","4","399%"
1,"28/02/2025 20:04:28","28/02/2025 20:09:44","2:37.92","sp","C"," 75% ( 0 gb)","0.37","0","0","184847","0","3604","4","399%"
2,"28/02/2025 20:09:44","28/02/2025 20:15:00","2:38.09","sp","C"," 75% ( 0 gb)","0.35","0","0","184849","0","3605","4","399%"
1,"28/02/2025 20:15:11","28/02/2025 20:20:27","2:37.84","sp","C","100% ( 0 gb)","0.37","0","0","184849","0","3795","4","399%"
2,"28/02/2025 20:20:27","28/02/2025 20:25:42","2:37.99","sp","C","100% ( 0 gb)","0.37","0","0","184845","0","3512","4","399%"
1,"28/02/2025 20:25:53","28/02/2025 20:32:01","3:04.08","ua","C","  0% ( 0 gb)","0.29","0","0","123366","0","4301","202","399%"
2,"28/02/2025 20:32:01","28/02/2025 20:38:09","3:04.18","ua","C","  0% ( 0 gb)","0.28","0","0","123355","0","4119","208","399%"
1,"28/02/2025 20:38:19","28/02/2025 20:44:27","3:04.12","ua","C"," 25% ( 0 gb)","0.31","0","0","123369","0","4206","199","399%"
2,"28/02/2025 20:44:27","28/02/2025 20:50:37","3:04.06","ua","C"," 25% ( 0 gb)","0.32","0","0","123362","0","4239","199","399%"
1,"28/02/2025 20:50:47","28/02/2025 20:56:55","3:03.98","ua","C"," 50% ( 0 gb)","0.28","0","0","123359","0","4035","202","399%"
2,"28/02/2025 20:56:55","28/02/2025 21:03:08","3:04.03","ua","C"," 50% ( 0 gb)","0.28","0","0","123358","0","4038","202","399%"
1,"28/02/2025 21:03:18","28/02/2025 21:09:26","3:03.98","ua","C"," 75% ( 0 gb)","0.29","0","0","123368","0","4116","204","399%"
2,"28/02/2025 21:09:26","28/02/2025 21:15:34","3:03.98","ua","C"," 75% ( 0 gb)","0.28","0","0","123366","0","4212","203","399%"
1,"28/02/2025 21:15:44","28/02/2025 21:21:53","3:04.45","ua","C","100% ( 0 gb)","0.30","0","0","123362","0","4327","204","399%"
2,"28/02/2025 21:21:53","28/02/2025 21:28:01","3:04.00","ua","C","100% ( 0 gb)","0.28","0","0","123363","0","4193","205","399%"
